amenity,capacity,parking,access,fee,coordinates
parking,19.516616314199396,,,unknown,"[(1.9910568, 41.280475), (1.9911045, 41.2804609), (1.9912351, 41.2806511), (1.9914031, 41.2808069), (1.9915607, 41.2809254), (1.9917163, 41.2810126), (1.9918366, 41.2810843), (1.9919859, 41.2811545), (1.9921684, 41.2812262), (1.9923115, 41.2812667), (1.9924691, 41.2813025), (1.9926744, 41.281315), (1.9928279, 41.2812963), (1.9929585, 41.2812573), (1.993, 41.2812449), (1.9930208, 41.2812791), (1.9928735, 41.2813212), (1.992718, 41.2813493), (1.9925583, 41.2813524), (1.9923965, 41.2813306), (1.9922638, 41.2812994), (1.9920875, 41.2812464), (1.9919444, 41.2811888), (1.9918221, 41.2811249), (1.9916084, 41.2809955), (1.9914716, 41.2809067), (1.9913782, 41.2808287), (1.9912745, 41.2807539), (1.991204, 41.2806838), (1.9910568, 41.280475)]"
parking,19.516616314199396,,,unknown,"[(1.9932074, 41.2811872), (1.9931825, 41.2811638), (1.993307, 41.2809238), (1.9934521, 41.2807711), (1.9935766, 41.2808396), (1.9934646, 41.2809986), (1.9933775, 41.2810828), (1.993307, 41.2811311), (1.9932074, 41.2811872)]"
parking,19.516616314199396,,,unknown,"[(1.8227488, 41.6064416), (1.8227577, 41.6065044), (1.8226374, 41.6065441), (1.8224923, 41.6065388), (1.8224109, 41.6064938), (1.8224109, 41.606433), (1.8224151, 41.6064), (1.822446, 41.6064095), (1.8225597, 41.6064326), (1.8226431, 41.6064426), (1.8227488, 41.6064416)]"
parking,19.516616314199396,,,unknown,"[(1.8258101, 41.6080324), (1.8259051, 41.6080871), (1.8259404, 41.6082287), (1.8258856, 41.6082816), (1.8257653, 41.6082936), (1.8256538, 41.6082539), (1.8256201, 41.6082181), (1.8255688, 41.6081843), (1.825687, 41.6080965), (1.8258101, 41.6080324)]"
parking,19.516616314199396,,,unknown,"[(1.8408859, 41.6098526), (1.8408929, 41.6098815), (1.840517, 41.6099564), (1.8401781, 41.6098803), (1.8398555, 41.6097641), (1.8398751, 41.6097372), (1.840192, 41.6098537), (1.8405302, 41.6099267), (1.8408859, 41.6098526)]"
parking,19.516616314199396,underground,,unknown,"[(2.07931, 41.3835166), (2.0787394, 41.3834517), (2.0782319, 41.3838671), (2.0779873, 41.3840762), (2.0777941, 41.3842345), (2.0777364, 41.3841955), (2.0781413, 41.3838497), (2.0782005, 41.3837992), (2.0787163, 41.3833587), (2.0787192, 41.3833025), (2.0793388, 41.3833739), (2.0793266, 41.3834343), (2.07931, 41.3835166)]"
parking,19.516616314199396,surface,,unknown,"[(1.8679018, 41.7388804), (1.8678568, 41.738856), (1.8678506, 41.7388147), (1.8678363, 41.7387704), (1.8677871, 41.7387475), (1.8677318, 41.7387353), (1.8676724, 41.7387215), (1.8676172, 41.7387032), (1.8675598, 41.7386787), (1.8675086, 41.7386466), (1.8674615, 41.7386191), (1.8674144, 41.7385916), (1.8673694, 41.7385626), (1.8673345, 41.7385274), (1.8673366, 41.7384846), (1.8673837, 41.7384663), (1.8674451, 41.7384633), (1.8674984, 41.7384633), (1.8675557, 41.7384694), (1.867609, 41.7384801), (1.8676684, 41.7384831), (1.8677339, 41.7384908), (1.8678035, 41.738506), (1.8678609, 41.7385183), (1.8679162, 41.7385336), (1.8679714, 41.7385458), (1.8680226, 41.7385626), (1.8680452, 41.7386023), (1.8680431, 41.7386466), (1.8680063, 41.7386864), (1.8679592, 41.7387139), (1.8679346, 41.7387551), (1.8679203, 41.7387949), (1.8679018, 41.7388804)]"
parking,19.516616314199396,surface,,unknown,"[(1.6530642, 41.729448), (1.6529801, 41.7294887), (1.6529071, 41.7294494), (1.6530055, 41.7292785), (1.6532006, 41.729188), (1.6533104, 41.72914), (1.6534031, 41.7291061), (1.6535376, 41.7290962), (1.6536323, 41.7291301), (1.6537459, 41.7291923), (1.6538064, 41.7292234), (1.6538178, 41.72927), (1.6537911, 41.7292873), (1.6534694, 41.7293265), (1.653299, 41.7293548), (1.6531665, 41.7293859), (1.6530642, 41.729448)]"
parking,19.516616314199396,,,unknown,"[(2.1314672, 41.5106156), (2.1316245, 41.5106609), (2.1315665, 41.5107576), (2.1313626, 41.5110977), (2.131156, 41.5109952), (2.1314672, 41.5106156)]"
parking,19.516616314199396,,,unknown,"[(2.040705, 41.5064017), (2.0411422, 41.5062742), (2.0415713, 41.5063113), (2.0415816, 41.5063345), (2.04152, 41.506417), (2.0414644, 41.5064488), (2.0413691, 41.5064337), (2.0410941, 41.5064106), (2.040705, 41.5064017)]"
parking,19.516616314199396,,,unknown,"[(2.1749255, 41.4535447), (2.1747826, 41.4534818), (2.1747369, 41.45346), (2.1748209, 41.4533921), (2.1749376, 41.4533886), (2.1750221, 41.4534484), (2.1749255, 41.4535447)]"
parking,19.516616314199396,surface,,unknown,"[(2.2229235, 41.4380975), (2.2233491, 41.4374304), (2.2239057, 41.4376815), (2.2234608, 41.4382018), (2.2229235, 41.4380975)]"
parking,19.516616314199396,surface,,no,"[(2.2485374, 41.4692844), (2.2486702, 41.4693145), (2.2488083, 41.4693387), (2.2489572, 41.4693628), (2.2491114, 41.4693809), (2.2492696, 41.4693942), (2.2496748, 41.4694284), (2.2500515, 41.4694603), (2.250048, 41.4694919), (2.2501427, 41.4694824), (2.2501601, 41.4695045), (2.2501548, 41.4695688), (2.2500207, 41.4696793), (2.2498946, 41.4697858), (2.2498208, 41.4698301), (2.2496867, 41.4698893), (2.2495936, 41.4698403), (2.249453, 41.4697663), (2.2492899, 41.4696805), (2.2491477, 41.4696056), (2.2485374, 41.4692844)]"
parking,19.516616314199396,,,unknown,"[(1.767366, 42.0937662), (1.7674464, 42.0937463), (1.767535, 42.0936986), (1.7675645, 42.0937543), (1.7675698, 42.0938757), (1.7675591, 42.0939513), (1.7674652, 42.0939493), (1.7674277, 42.0938876), (1.7674035, 42.0938578), (1.767366, 42.0937662)]"
parking,19.516616314199396,,,unknown,"[(2.3902807, 41.5231564), (2.3900167, 41.5230054), (2.3901199, 41.5229248), (2.3904673, 41.5230753), (2.3907312, 41.5230753), (2.3905092, 41.5231556), (2.3902892, 41.5231612), (2.3902807, 41.5231564)]"
parking,19.516616314199396,,,unknown,"[(2.3903128, 41.5157635), (2.390243, 41.5157226), (2.3904726, 41.5155338), (2.3906969, 41.5156848), (2.3905992, 41.5158037), (2.3904115, 41.5156719), (2.3903128, 41.5157635)]"
parking,19.516616314199396,surface,,unknown,"[(2.1312657, 41.5122068), (2.132271, 41.5126969), (2.1322116, 41.5127651), (2.1312065, 41.5122749), (2.1312657, 41.5122068)]"
parking,19.516616314199396,surface,,unknown,"[(2.1323788, 41.5126296), (2.1328326, 41.5119741), (2.1329223, 41.5120089), (2.1324687, 41.5126645), (2.1323788, 41.5126296)]"
parking,19.516616314199396,surface,,unknown,"[(2.1318954, 41.5115045), (2.1319433, 41.5114452), (2.1324474, 41.5116974), (2.1329411, 41.5118133), (2.132892, 41.5118972), (2.1324346, 41.5117737), (2.1318954, 41.5115045)]"
parking,19.516616314199396,,,unknown,"[(2.6699706, 41.6207091), (2.6704239, 41.6200724), (2.6705113, 41.6201089), (2.6700499, 41.6207441), (2.6699706, 41.6207091)]"
parking,19.516616314199396,,,unknown,"[(2.6714613, 41.6186425), (2.6717745, 41.6182866), (2.6718506, 41.618321), (2.6715763, 41.6186411), (2.6714613, 41.6186425)]"
parking,19.516616314199396,lane,,unknown,"[(2.6720148, 41.6182981), (2.6720331, 41.6182662), (2.6720514, 41.6182343), (2.6728666, 41.6185443), (2.672853, 41.6185689), (2.6728381, 41.618596), (2.6720148, 41.6182981)]"
parking,19.516616314199396,lane,,unknown,"[(2.6717201, 41.6181842), (2.6705005, 41.6177389), (2.6705431, 41.6176766), (2.6717547, 41.6181295), (2.671738, 41.6181559), (2.6717201, 41.6181842)]"
parking,19.516616314199396,lane,,unknown,"[(2.6701183, 41.6175885), (2.6701427, 41.6175474), (2.6703582, 41.6176189), (2.6703297, 41.617672), (2.6701183, 41.6175885)]"
parking,19.516616314199396,,,unknown,"[(2.6719168, 41.6181001), (2.6721363, 41.6177615), (2.6721775, 41.6177763), (2.6722247, 41.6177932), (2.6720018, 41.6181345), (2.6719588, 41.6181171), (2.6719168, 41.6181001)]"
parking,19.516616314199396,,,unknown,"[(2.6722517, 41.6175893), (2.6725932, 41.6170711), (2.6726352, 41.6170849), (2.6726765, 41.6170985), (2.672333, 41.6176258), (2.6722905, 41.6176067), (2.6722517, 41.6175893)]"
parking,19.516616314199396,,,unknown,"[(2.6690649, 41.6205215), (2.6691279, 41.6204308), (2.6697841, 41.6207013), (2.669721, 41.6207903), (2.6690649, 41.6205215)]"
parking,19.516616314199396,,,unknown,"[(2.6696655, 41.6211407), (2.6697651, 41.6209948), (2.6698403, 41.6210268), (2.6697387, 41.6211696), (2.6696655, 41.6211407)]"
parking,19.516616314199396,,,unknown,"[(2.6695293, 41.6213276), (2.6696066, 41.6213565), (2.6694338, 41.621592), (2.6693647, 41.6215647), (2.6695293, 41.6213276)]"
parking,19.516616314199396,,,unknown,"[(2.6697956, 41.621165), (2.669855, 41.6210763), (2.6699013, 41.621007), (2.6699318, 41.6209903), (2.6699745, 41.6209781), (2.6700212, 41.6209766), (2.6704745, 41.6211073), (2.6703424, 41.6213489), (2.6697956, 41.621165)]"
parking,19.516616314199396,,,unknown,"[(2.6735267, 41.622331), (2.673553, 41.6222685), (2.6735804, 41.6222036), (2.6742973, 41.6224026), (2.6742733, 41.6224544), (2.6742342, 41.6225387), (2.6735267, 41.622331)]"
parking,19.516616314199396,,,unknown,"[(2.6738149, 41.6173957), (2.6740461, 41.6169733), (2.6744337, 41.617071), (2.6741442, 41.6175074), (2.6738149, 41.6173957)]"
parking,19.516616314199396,,,unknown,"[(2.6700963, 41.6246894), (2.670078, 41.6246271), (2.6702183, 41.6246073), (2.670263, 41.6245815), (2.6702874, 41.6245405), (2.6702203, 41.6242837), (2.6702752, 41.6242655), (2.6704378, 41.6246484), (2.6704378, 41.6246742), (2.6704175, 41.6246894), (2.6700963, 41.6246894)]"
parking,19.516616314199396,surface,,unknown,"[(2.0974177, 41.5628648), (2.0973869, 41.5626821), (2.0975049, 41.5626069), (2.0976377, 41.5625146), (2.0977463, 41.5624132), (2.0978093, 41.5623309), (2.0980279, 41.5623119), (2.0981151, 41.5627975), (2.0974177, 41.5628648)]"
parking,19.516616314199396,,,unknown,"[(2.6705289, 41.6176328), (2.670613, 41.6174809), (2.6709446, 41.6175961), (2.6711407, 41.6173081), (2.6712301, 41.6173403), (2.6713882, 41.6173971), (2.6711057, 41.6178335), (2.6705289, 41.6176328)]"
parking,19.516616314199396,street_side,,unknown,"[(1.7313302, 41.2198041), (1.7297645, 41.2195224), (1.7299324, 41.2190937), (1.7313871, 41.2195209), (1.7313302, 41.2198041)]"
parking,19.516616314199396,,,unknown,"[(2.4481964, 41.653822), (2.4484398, 41.6536171), (2.4485261, 41.6537), (2.4484368, 41.6539716), (2.4481964, 41.653822)]"
parking,19.516616314199396,,,unknown,"[(2.0758175, 41.3546716), (2.0760228, 41.3540933), (2.0760832, 41.3541169), (2.0758803, 41.3546825), (2.0758175, 41.3546716)]"
parking,19.516616314199396,,,unknown,"[(2.0759735, 41.3541208), (2.075784, 41.3546634), (2.0757164, 41.3546491), (2.0759162, 41.3541087), (2.0759735, 41.3541208)]"
parking,19.516616314199396,,,unknown,"[(2.0672393, 41.3483649), (2.0671411, 41.348228), (2.0679546, 41.3479543), (2.0692624, 41.3476358), (2.0700373, 41.3474778), (2.0701425, 41.3476463), (2.0695639, 41.3477753), (2.0695516, 41.3477387), (2.0681275, 41.3480555), (2.0672393, 41.3483649)]"
parking,19.516616314199396,,,unknown,"[(2.3778087, 41.5108296), (2.3780128, 41.5104992), (2.3781255, 41.510538), (2.3779092, 41.5108633), (2.3778087, 41.5108296)]"
parking,19.516616314199396,surface,,unknown,"[(2.2663338, 41.5515574), (2.266478, 41.5514495), (2.2664998, 41.5514405), (2.2667697, 41.5515275), (2.2667535, 41.5515519), (2.2665149, 41.5519583), (2.2664941, 41.5519507), (2.2664529, 41.5519355), (2.2663724, 41.5519623), (2.2659513, 41.5518249), (2.2659871, 41.5517714), (2.266079, 41.5516966), (2.2661746, 41.5517328), (2.2662437, 41.5516322), (2.2665856, 41.5517438), (2.266643, 41.5516527), (2.2663338, 41.5515574)]"
parking,19.516616314199396,,,unknown,"[(2.08881, 41.3603399), (2.0886631, 41.3605991), (2.0885777, 41.3602832), (2.0887453, 41.3603241), (2.08881, 41.3603399)]"
parking,19.516616314199396,,,no,"[(2.0702686, 41.3501024), (2.0701471, 41.34979), (2.0709004, 41.3495278), (2.0717993, 41.3493796), (2.0719269, 41.3495506), (2.0702686, 41.3501024)]"
parking,19.516616314199396,,,unknown,"[(-64.6827444, 10.1050314), (-64.6825728, 10.1048228), (-64.6824843, 10.1047832), (-64.6823716, 10.1048175), (-64.6819344, 10.1051212), (-64.6818204, 10.105137), (-64.6817614, 10.1051463), (-64.6817292, 10.1051634), (-64.6818164, 10.1054737), (-64.6819706, 10.1060507), (-64.6826036, 10.1059147), (-64.6825191, 10.1052532), (-64.6825781, 10.1051502), (-64.6827444, 10.1050314)]"
parking,19.516616314199396,,,unknown,"[(-64.6837986, 10.1060243), (-64.6839286, 10.1061985), (-64.6840601, 10.1063781), (-64.6840963, 10.1064058), (-64.6841446, 10.1064177), (-64.6842545, 10.1063372), (-64.6843248, 10.106285), (-64.6841741, 10.1060652), (-64.6842438, 10.1060058), (-64.6840762, 10.1058381), (-64.6839367, 10.1059213), (-64.6837986, 10.1060243)]"
parking,19.516616314199396,,,unknown,"[(-64.6840923, 10.1064864), (-64.6843457, 10.106823), (-64.6845938, 10.1067161), (-64.6848594, 10.1065471), (-64.6849184, 10.1064798), (-64.6849117, 10.1064388), (-64.6848607, 10.1063583), (-64.6847735, 10.1062421), (-64.6846408, 10.1060705), (-64.6846086, 10.1060744), (-64.6843248, 10.106285), (-64.6842545, 10.1063372), (-64.6841446, 10.1064177), (-64.6841097, 10.106456), (-64.6840923, 10.1064864)]"
parking,19.516616314199396,,,unknown,"[(-64.6860959, 10.1084523), (-64.6860704, 10.1082846), (-64.6860328, 10.1080892), (-64.68555, 10.1082186), (-64.6856533, 10.1085249), (-64.6856989, 10.1086741), (-64.6857686, 10.1087124), (-64.6858893, 10.1087111), (-64.685955, 10.108678), (-64.6860033, 10.1086384), (-64.6860261, 10.1084853), (-64.6860959, 10.1084523)]"
parking,19.516616314199396,,,unknown,"[(1.9615395, 41.3146611), (1.9615805, 41.3144658), (1.9616706, 41.3144418), (1.9617843, 41.3144695), (1.9618147, 41.3145015), (1.9617692, 41.3146755), (1.9616624, 41.3146673), (1.9615395, 41.3146611)]"
parking,6.0,surface,,no,"[(2.3680454, 41.5433581), (2.367948, 41.5431292), (2.3680243, 41.5431313), (2.3681545, 41.5433547), (2.3680454, 41.5433581)]"
parking,19.516616314199396,surface,,unknown,"[(1.9572842, 41.6101982), (1.9571245, 41.6103461), (1.9569056, 41.6104087), (1.9568235, 41.6103916), (1.9568572, 41.6103509), (1.9569018, 41.6102795), (1.9569247, 41.6102203), (1.9569322, 41.6101673), (1.9570354, 41.610166), (1.9570737, 41.6101633), (1.9571121, 41.6101493), (1.9571736, 41.6101054), (1.9572015, 41.6101085), (1.9572562, 41.6101563), (1.9572842, 41.6101982)]"
parking,19.516616314199396,surface,,no,"[(1.7015176, 41.9029375), (1.7014911, 41.9031795), (1.7014576, 41.903356), (1.7013181, 41.903356), (1.7013112, 41.9032625), (1.7013223, 41.902978), (1.7013879, 41.9027922), (1.7014242, 41.9026676), (1.7015148, 41.9025773), (1.7015553, 41.9025586), (1.7016278, 41.9025679), (1.7016487, 41.9026219), (1.7016167, 41.9026728), (1.7015678, 41.9027382), (1.7015176, 41.9029375)]"
parking,19.516616314199396,,,unknown,"[(2.1446635, 41.5056509), (2.144568, 41.5056495), (2.1445875, 41.5056933), (2.144637, 41.5057489), (2.1445556, 41.5057635), (2.1443981, 41.505635), (2.1442247, 41.5056588), (2.1441858, 41.505578), (2.1445379, 41.5055462), (2.1446954, 41.5055899), (2.1456775, 41.5059146), (2.1455837, 41.5060087), (2.1446635, 41.5056509)]"
parking,19.516616314199396,,,unknown,"[(2.1846441, 41.4668007), (2.184574, 41.4667779), (2.1845904, 41.4663633), (2.1846207, 41.4663196), (2.1848518, 41.4663931), (2.1846441, 41.4668007)]"
parking,19.516616314199396,,,unknown,"[(2.1866964, 41.4656259), (2.1865652, 41.4653876), (2.1865606, 41.4653207), (2.1865806, 41.465256), (2.1866642, 41.4652018), (2.1867286, 41.4653987), (2.1867581, 41.4655374), (2.1866964, 41.4656259)]"
parking,19.516616314199396,,,unknown,"[(2.1864425, 41.4657638), (2.1866042, 41.465713), (2.1866649, 41.4658495), (2.1866369, 41.4659143), (2.1865667, 41.4659674), (2.1864425, 41.4657638)]"
parking,19.516616314199396,,,unknown,"[(1.8773379, 41.9747828), (1.8773432, 41.974738), (1.8773995, 41.974714), (1.8774679, 41.974711), (1.8775565, 41.9747449), (1.8774974, 41.9748456), (1.8773687, 41.9748357), (1.8773379, 41.9747828)]"
parking,19.516616314199396,surface,,unknown,"[(2.0645302, 41.449672), (2.0643077, 41.4497619), (2.0641338, 41.449838), (2.0638595, 41.4498954), (2.0635044, 41.4499274), (2.0634102, 41.4497327), (2.0637493, 41.4497076), (2.0640809, 41.4496574), (2.0645021, 41.4495643), (2.0645302, 41.449672)]"
parking,19.516616314199396,surface,,unknown,"[(2.0573212, 41.4769826), (2.0573025, 41.477063), (2.0573695, 41.477071), (2.0572059, 41.4778628), (2.0571496, 41.4778567), (2.0571415, 41.4779351), (2.0570005, 41.4779383), (2.0571818, 41.4769504), (2.0572472, 41.4769516), (2.0573212, 41.4769826)]"
parking,19.516616314199396,surface,,unknown,"[(2.0581395, 41.4771996), (2.0579679, 41.4780918), (2.0578119, 41.4779993), (2.0577939, 41.4779507), (2.0579002, 41.477334), (2.057983, 41.4772558), (2.0581395, 41.4771996)]"
parking,19.516616314199396,,,unknown,"[(2.3806587, 41.7786504), (2.3805957, 41.7786525), (2.3805216, 41.7786339), (2.3804536, 41.7786031), (2.3803805, 41.7785524), (2.3803114, 41.778482), (2.3802672, 41.7784063), (2.3803568, 41.7784266), (2.3804584, 41.7784629), (2.3805438, 41.7785478), (2.3806587, 41.7786504)]"
parking,19.516616314199396,surface,,unknown,"[(2.0554352, 41.4820791), (2.0547023, 41.4817677), (2.0547716, 41.4816864), (2.0548901, 41.4816819), (2.0550377, 41.4817083), (2.0553077, 41.4817684), (2.0555858, 41.481897), (2.0554352, 41.4820791)]"
parking,19.516616314199396,surface,,unknown,"[(2.0635376, 41.4795864), (2.0635721, 41.4794349), (2.0635855, 41.4793867), (2.0651251, 41.4796539), (2.0650704, 41.4798424), (2.0635376, 41.4795864)]"
parking,19.516616314199396,surface,,unknown,"[(2.0642544, 41.4765218), (2.0644296, 41.476672), (2.0640615, 41.4774173), (2.0635609, 41.4770101), (2.0642544, 41.4765218)]"
parking,19.516616314199396,surface,,unknown,"[(2.3539533, 41.5557587), (2.3541428, 41.5555915), (2.3541465, 41.5553936), (2.3542698, 41.5553921), (2.3543128, 41.5554323), (2.3542609, 41.5557815), (2.3541536, 41.5558323), (2.3539533, 41.5557587)]"
parking,19.516616314199396,surface,,no,"[(1.7663288, 41.5339528), (1.7668219, 41.5336131), (1.7668499, 41.5336413), (1.7663602, 41.5339822), (1.7663288, 41.5339528)]"
parking,24.0,,,unknown,"[(1.9615569, 41.4548271), (1.9616782, 41.4548844), (1.9624601, 41.4552585), (1.9624636, 41.4553147), (1.9616786, 41.4549338), (1.961565, 41.4548774), (1.9615569, 41.4548271)]"
parking,19.516616314199396,surface,,unknown,"[(1.9732015, 41.4517908), (1.9744008, 41.4517357), (1.9744067, 41.4518221), (1.9744067, 41.451841), (1.9744116, 41.4518944), (1.9733459, 41.4519503), (1.9733218, 41.4519677), (1.9731366, 41.4519619), (1.9731237, 41.4518434), (1.9731538, 41.4518123), (1.9732015, 41.4517908)]"
parking,19.516616314199396,lane,,unknown,"[(1.9755643, 41.4505456), (1.9755811, 41.450522), (1.9756339, 41.4504766), (1.9756483, 41.4504645), (1.9756692, 41.4504708), (1.9757087, 41.4504314), (1.9757358, 41.4504464), (1.975745, 41.4504386), (1.9757677, 41.450453), (1.975776, 41.4504461), (1.9758005, 41.4504598), (1.9758094, 41.4504535), (1.9758336, 41.450467), (1.9758437, 41.4504604), (1.9758652, 41.4504737), (1.9758773, 41.4504682), (1.9758996, 41.4504811), (1.9759074, 41.4504755), (1.9759304, 41.4504881), (1.9759396, 41.4504817), (1.9759631, 41.4504963), (1.9759713, 41.4504885), (1.9759964, 41.4505034), (1.9760047, 41.4504968), (1.9760276, 41.4505097), (1.9760354, 41.4505037), (1.9760593, 41.450518), (1.9760689, 41.4505097), (1.9760935, 41.4505247), (1.9760599, 41.4505566), (1.9759998, 41.4506403), (1.9755643, 41.4505456)]"
parking,19.516616314199396,lane,,unknown,"[(2.2346444, 41.8531241), (2.2346386, 41.8529508), (2.2347487, 41.8529488), (2.2347546, 41.8531221), (2.2346444, 41.8531241)]"
parking,19.516616314199396,lane,,unknown,"[(2.2348125, 41.8531213), (2.2348082, 41.8529463), (2.2349292, 41.8529442), (2.2349278, 41.8531181), (2.2348125, 41.8531213)]"
parking,19.516616314199396,lane,,unknown,"[(2.234987, 41.8531201), (2.2349845, 41.8529414), (2.2350969, 41.8529406), (2.2350994, 41.8531193), (2.234987, 41.8531201)]"
parking,19.516616314199396,,,unknown,"[(2.1277245, 41.4875172), (2.1276897, 41.4874087), (2.1277219, 41.4872781), (2.1277943, 41.4871535), (2.1278318, 41.4871455), (2.1279713, 41.4871977), (2.1279606, 41.4872299), (2.1279418, 41.4872902), (2.127864, 41.4873846), (2.1278426, 41.4874328), (2.1277943, 41.487477), (2.1277245, 41.4875172)]"
parking,19.516616314199396,surface,,unknown,"[(1.9104829, 42.129647), (1.9103059, 42.1296584), (1.910353, 42.1296291), (1.9103645, 42.1296111), (1.9103683, 42.1295904), (1.9103696, 42.1295705), (1.9103747, 42.1295517), (1.9103836, 42.1295328), (1.9104039, 42.1295205), (1.9104294, 42.1295177), (1.9104549, 42.1295177), (1.9104803, 42.1295195), (1.9105071, 42.1295262), (1.9105325, 42.1295347), (1.9105555, 42.1295441), (1.9105797, 42.1295535), (1.9106039, 42.1295639), (1.9106293, 42.1295743), (1.9106548, 42.1295828), (1.910679, 42.1295932), (1.9107019, 42.1296008), (1.9107159, 42.1296187), (1.9104829, 42.129647)]"
parking,19.516616314199396,surface,,unknown,"[(1.8960932, 42.1291292), (1.89591, 42.1290466), (1.8957465, 42.1289477), (1.8956584, 42.1288652), (1.8956746, 42.1288351), (1.8957686, 42.1288342), (1.8958648, 42.1288471), (1.8959622, 42.1289099), (1.8960538, 42.1290071), (1.8961152, 42.129063), (1.8961372, 42.1290956), (1.8960932, 42.1291292)]"
parking,19.516616314199396,surface,,unknown,"[(2.3622827, 41.6296679), (2.362283, 41.6296564), (2.362348, 41.6293156), (2.3623835, 41.6291604), (2.3628774, 41.6291896), (2.362702, 41.6296709), (2.3626851, 41.629699), (2.3626377, 41.6297099), (2.3622827, 41.6296679)]"
parking,19.516616314199396,,,unknown,"[(2.0493331, 41.48141), (2.0493472, 41.4813612), (2.0494397, 41.4812939), (2.0498499, 41.4812063), (2.049866, 41.4812703), (2.0493331, 41.48141)]"
parking,19.516616314199396,,,unknown,"[(2.0500123, 41.4815436), (2.0499865, 41.4814709), (2.049889, 41.4812398), (2.0500801, 41.4812133), (2.0502217, 41.4811739), (2.050232, 41.481197), (2.0502864, 41.4813191), (2.0500123, 41.4815436)]"
parking,2.0,street_side,,unknown,"[(1.726726, 41.2148346), (1.7269479, 41.2149031), (1.7269351, 41.2149265), (1.7267133, 41.214858), (1.726726, 41.2148346)]"
parking,19.516616314199396,,,unknown,"[(2.0467613, 41.3888432), (2.0465502, 41.388845), (2.0465702, 41.3883468), (2.0466471, 41.3880496), (2.046707, 41.3880603), (2.0467279, 41.3879685), (2.0466879, 41.3879196), (2.0467682, 41.3878837), (2.0467982, 41.387915), (2.046818, 41.387922), (2.0467613, 41.3888432)]"
parking,19.516616314199396,,,unknown,"[(2.4378495, 41.6914787), (2.4377881, 41.6916664), (2.4377718, 41.691716), (2.4377515, 41.6917587), (2.4375161, 41.6916421), (2.4373832, 41.6915263), (2.437247, 41.6914228), (2.4373708, 41.6914812), (2.4375271, 41.6915103), (2.4376802, 41.6915079), (2.4378495, 41.6914787)]"
parking,19.516616314199396,street_side,,unknown,"[(2.516418, 41.5714476), (2.5161095, 41.5713352), (2.5160425, 41.5712871), (2.5160264, 41.5712529), (2.5160264, 41.5712048), (2.5160505, 41.5711907), (2.5160988, 41.5711807), (2.5161632, 41.5711927), (2.5165387, 41.5713733), (2.5168257, 41.5714917), (2.5168471, 41.5714737), (2.5168822, 41.5714838), (2.5169303, 41.5715038), (2.5169222, 41.5715319), (2.5170188, 41.571568), (2.5175767, 41.5717385), (2.5177135, 41.5717867), (2.5177591, 41.5718409), (2.5177886, 41.5719472), (2.5178154, 41.5720556), (2.5178047, 41.572188), (2.5177537, 41.5722663), (2.5177135, 41.5722623), (2.5176089, 41.572166), (2.5174882, 41.5720295), (2.517456, 41.5719693), (2.5174774, 41.5719212), (2.5175123, 41.571873), (2.5174922, 41.5718339), (2.5169403, 41.5716357), (2.516418, 41.5714476)]"
parking,19.516616314199396,,,unknown,"[(2.4442535, 41.5331239), (2.4442742, 41.5331351), (2.4442413, 41.533169), (2.4442206, 41.5331577), (2.4442535, 41.5331239)]"
parking,19.516616314199396,street_side,,unknown,"[(2.4440493, 41.5360207), (2.4440355, 41.5360125), (2.4440742, 41.5359757), (2.444088, 41.5359839), (2.4440493, 41.5360207)]"
parking,19.516616314199396,surface,,unknown,"[(2.336404, 41.6343046), (2.3364162, 41.6342596), (2.3380631, 41.634508), (2.3380509, 41.6345532), (2.336404, 41.6343046)]"
parking,19.516616314199396,street_side,,unknown,"[(2.3364179, 41.6342342), (2.3364327, 41.634179), (2.3381289, 41.6344336), (2.3381141, 41.6344886), (2.3364179, 41.6342342)]"
parking,19.516616314199396,,,unknown,"[(2.1099408, 41.511969), (2.1097055, 41.5117075), (2.1095146, 41.5115201), (2.1093895, 41.5113415), (2.1095653, 41.5112538), (2.1101416, 41.5118687), (2.1099408, 41.511969)]"
parking,19.516616314199396,,,unknown,"[(2.4385943, 41.5344698), (2.4386084, 41.5344595), (2.4386923, 41.5345231), (2.4386782, 41.5345335), (2.4385943, 41.5344698)]"
parking,19.516616314199396,,,unknown,"[(2.4952014, 41.7396755), (2.4951636, 41.73985), (2.4952083, 41.7399552), (2.4953802, 41.7400809), (2.4955728, 41.7402554), (2.4955969, 41.7404145), (2.4953493, 41.7407019), (2.4953974, 41.7408225), (2.495222, 41.7408764), (2.4950295, 41.7405274), (2.4949194, 41.7400219), (2.4949469, 41.7397345), (2.4952014, 41.7396755)]"
parking,19.516616314199396,,,unknown,"[(2.5119638, 41.665037), (2.5120408, 41.6649562), (2.5122599, 41.6651242), (2.5124299, 41.6652404), (2.5123391, 41.6653356), (2.5121495, 41.6651645), (2.5119638, 41.665037)]"
parking,19.516616314199396,,,unknown,"[(2.0659893, 41.3013791), (2.0659779, 41.3014021), (2.0659358, 41.3013844), (2.065906, 41.3013534), (2.0658946, 41.3013034), (2.0659297, 41.3012421), (2.0659525, 41.301252), (2.0659279, 41.301308), (2.0659349, 41.3013462), (2.0659586, 41.3013666), (2.0659893, 41.3013791)]"
